id,line,name,lat,lng,kakao_place_id,kakao_place_name,kakao_address,kakao_road_address,kakao_phone,kakao_place_url,kakao_lat,kakao_lng,kakao_category_group_code,kakao_category_group_name,kakao_category_name
1,"02호선","용답",37.561904,127.050899,"21160624","용답역 2호선","서울 성동구 용답동 127","서울 성동구 용답길 86","02-6110-1341","http://place.map.kakao.com/21160624","127.05088954367504","37.562122776762756","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
2,"02호선","신답",37.57004,127.046481,"21160808","신답역 2호선","서울 성동구 용답동 129-2","서울 성동구 천호대로 232","02-6110-1351","http://place.map.kakao.com/21160808","127.047080117369","37.5698386846442","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
3,"02호선","신정네거리",37.520074,126.852912,"21160533","신정네거리역 2호선","서울 양천구 신정동 1231","서울 양천구 중앙로 지하 261","02-6110-2461","http://place.map.kakao.com/21160533","126.852889567642","37.5202231231721","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
4,"03호선","지축",37.648048,126.913951,"21160596","지축역 3호선","경기 고양시 덕양구 지축동 818-64","경기 고양시 덕양구 삼송로 300","02-6110-3191","http://place.map.kakao.com/21160596","126.913854269202","37.6481486423031","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
5,"03호선","구파발",37.636763,126.918821,"21160820","구파발역 3호선","서울 은평구 진관동 67-26","서울 은평구 진관2로 지하 15-25","02-6110-3201","http://place.map.kakao.com/21160820","126.918852820009","37.6364357889145","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
6,"03호선","연신내",37.619001,126.921008,"21160814","연신내역 3호선","서울 은평구 갈현동 397","서울 은평구 통일로 지하 849","02-6110-3211","http://place.map.kakao.com/21160814","126.921100704496","37.6192032466353","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
7,"03호선","불광",37.610469,126.929887,"21160630","불광역 3호선","서울 은평구 대조동 13-10","서울 은평구 통일로 지하 723-1","02-6110-3221","http://place.map.kakao.com/21160630","126.930315826401","37.6100477979795","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
8,"03호선","녹번",37.600927,126.935756,"22905774","녹번역 3호선","서울 은평구 녹번동 55","서울 은평구 통일로 지하 602-1","02-6110-3231","http://place.map.kakao.com/22905774","126.935828008217","37.6008067681825","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
9,"03호선","홍제",37.589066,126.943736,"21160544","홍제역 3호선","서울 서대문구 홍제동 161-1","서울 서대문구 통일로 지하 440-1","02-6110-3241","http://place.map.kakao.com/21160544","126.944158007985","37.5887953806088","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
10,"03호선","무악재",37.582299,126.950291,"21160595","무악재역 3호선","서울 서대문구 홍제동 26-1","서울 서대문구 통일로 지하 361","02-6110-3251","http://place.map.kakao.com/21160595","126.950230954136","37.5825632263526","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
11,"03호선","독립문",37.574571,126.957748,"21160638","독립문역 3호선","서울 서대문구 현저동 101","서울 서대문구 통일로 지하 247","02-6110-3261","http://place.map.kakao.com/21160638","126.95791371132584","37.57446627898665","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권3호선"
