id,line,name,lat,lng,kakao_place_id,kakao_place_name,kakao_address,kakao_road_address,kakao_phone,kakao_place_url,kakao_lat,kakao_lng,kakao_category_group_code,kakao_category_group_name,kakao_category_name
215,"01호선","녹양",37.75938,127.042292,"21160465","녹양역 1호선","경기 의정부시 녹양동 96-1","경기 의정부시 평화로 757","031-828-3380","http://place.map.kakao.com/21160465","127.042279351606","37.759385253302","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
216,"02호선","을지로입구",37.566014,126.982618,"21160622","을지로입구역 2호선","서울 중구 을지로1가 100-1","서울 중구 을지로 지하 42","02-6110-2021","http://place.map.kakao.com/21160622","126.9821953112953","37.566035517712955","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
217,"02호선","을지로3가",37.566295,126.99191,"21160530","을지로3가역 2호선","서울 중구 을지로3가 347-3","서울 중구 을지로 지하 106","02-6110-2031","http://place.map.kakao.com/21160530","126.99098443539428","37.56629149790628","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
218,"02호선","을지로4가",37.566941,126.998079,"21160578","을지로4가역 2호선","서울 중구 을지로4가 267-1","서울 중구 을지로 지하 178","02-6110-2041","http://place.map.kakao.com/21160578","126.997632059113","37.5666405038268","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
219,"02호선","동대문역사문화공원",37.565138,127.007896,"21160617","동대문역사문화공원역 2호선","서울 중구 을지로7가 112-3","서울 중구 을지로 지하 279","02-6110-2051","http://place.map.kakao.com/21160617","127.009005301929","37.5656635044556","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
220,"02호선","신당",37.565972,127.01782,"21160801","신당역 2호선","서울 중구 신당동 99","서울 중구 퇴계로 지하 431-1","02-6110-2061","http://place.map.kakao.com/21160801","127.019477533278","37.5656730531732","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
221,"02호선","한양대",37.555273,127.043655,"21160585","한양대역 2호선","서울 성동구 행당동 산 17","서울 성동구 왕십리로 206","02-6110-2091","http://place.map.kakao.com/21160585","127.043639802768","37.5557159860408","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
222,"02호선","뚝섬",37.547184,127.047367,"21160627","뚝섬역 2호선","서울 성동구 성수동1가 656-745","서울 성동구 아차산로 18","02-6110-2101","http://place.map.kakao.com/21160627","127.04738727881","37.547241554679","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
223,"02호선","성수",37.544581,127.055961,"21160626","성수역 2호선","서울 성동구 성수동2가 300-1","서울 성동구 아차산로 100","02-6110-2111","http://place.map.kakao.com/21160626","127.056066999327","37.5445888153751","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
224,"02호선","건대입구",37.540693,127.07023,"21160625","건대입구역 2호선","서울 광진구 화양동 7-3","서울 광진구 아차산로 243","02-6110-2121","http://place.map.kakao.com/21160625","127.06920291650829","37.54040751726388","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
225,"02호선","구의",37.537077,127.085916,"21160586","구의역 2호선","서울 광진구 구의동 245-24","서울 광진구 아차산로 384-1","02-6110-2131","http://place.map.kakao.com/21160586","127.086180837795","37.5371752725594","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권2호선"
226,"04호선","사당",37.47653,126.981685,"21160644","총신대입구역 4호선","서울 동작구 사당동 736-1","서울 동작구 동작대로 지하 117","02-6110-4321","http://place.map.kakao.com/21160644","126.982211871752","37.4867995957995","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권4호선"
227,"05호선","신길",37.517122,126.917169,"21160688","신길역 5호선","서울 영등포구 영등포동1가 35","서울 영등포구 경인로114가길 지하 9","02-6311-5251","http://place.map.kakao.com/21160688","126.914913947722","37.517663974187","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권5호선"
228,"인천2호선","검단사거리",37.60185,126.657108,"824066386","검단사거리역 인천2호선","인천 서구 왕길동 234-1","인천 서구 검단로 473","032-451-4303","http://place.map.kakao.com/824066386","126.65643839271","37.6016612295398","SW8","지하철역","교통,수송 > 지하철,전철 > 인천2호선"
229,"07호선","학동",37.514229,127.031656,"21160676","학동역 7호선","서울 강남구 논현동 279-67","서울 강남구 학동로 지하 180","02-6311-7311","http://place.map.kakao.com/21160676","127.03190190063152","37.51434578734927","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
230,"07호선","논현",37.511093,127.021415,"21161039","논현역 7호선","서울 강남구 논현동 279-67","서울 강남구 학동로 지하 102","02-6311-7321","http://place.map.kakao.com/21161039","127.02165424259898","37.51120000205266","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
231,"07호선","내방",37.487618,126.993513,"21160723","내방역 7호선","서울 서초구 방배동 874-16","서울 서초구 서초대로 지하 103","02-6311-7351","http://place.map.kakao.com/21160723","126.993600180589","37.4876585212369","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
232,"07호선","이수",37.484954,126.9793159,"21160773","이수역 7호선","서울 동작구 사당동 144-4","서울 동작구 사당로 지하 310","02-6311-7361","http://place.map.kakao.com/21160773","126.98167629035197","37.48528852311765","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
233,"07호선","숭실대입구",37.496029,126.953822,"21160725","숭실대입구역 7호선","서울 동작구 상도동 514","서울 동작구 상도로 지하 378","02-6311-7381","http://place.map.kakao.com/21160725","126.953621963422","37.4963172817574","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
234,"07호선","상도",37.502834,126.94791,"21160726","상도역 7호선","서울 동작구 상도1동 702-1","서울 동작구 상도로 지하 272","02-6311-7391","http://place.map.kakao.com/21160726","126.947917975554","37.5028706251049","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
235,"07호선","보라매",37.499872,126.920428,"21160724","보라매역 7호선","서울 동작구 대방동 466-51","서울 동작구 상도로 지하 2","02-6311-7421","http://place.map.kakao.com/21160724","126.92061230710924","37.49992085496506","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
236,"07호선","대림",37.49297,126.895801,"21160769","대림역 7호선","서울 영등포구 대림동 1050-17","서울 영등포구 도림로 지하 137","02-6311-7441","http://place.map.kakao.com/21160769","126.896722858042","37.4928430008915","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
237,"07호선","남구로",37.486056,126.887249,"21161037","남구로역 7호선","서울 구로구 구로동 801-95","서울 구로구 도림로 지하 7","02-6311-7451","http://place.map.kakao.com/21161037","126.88741505160269","37.48625714438263","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
238,"07호선","광명사거리",37.479252,126.854876,"21160706","광명사거리역 7호선","경기 광명시 광명동 158-211","경기 광명시 오리로 지하 980","02-6311-7481","http://place.map.kakao.com/21160706","126.854873735158","37.4792983082726","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
239,"07호선","천왕",37.486637,126.838713,"21160770","천왕역 7호선","서울 구로구 천왕동 14-25","서울 구로구 오리로 지하 1154","02-6311-7491","http://place.map.kakao.com/21160770","126.83860534807998","37.48685558277736","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
240,"09호선","삼성중앙",37.513011,127.053282,"26550128","삼성중앙역 9호선","서울 강남구 삼성동 111-147","서울 강남구 봉은사로 지하 501","02-2656-0928","http://place.map.kakao.com/26550128","127.053043676912","37.5129614511319","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
241,"인천2호선","인천대공원",37.448769,126.752618,"210123408","인천대공원역 인천2호선","인천 남동구 장수동 604-8","인천 남동구 수인로 3677","032-451-4326","http://place.map.kakao.com/210123408","126.752851963764","37.4484766105613","SW8","지하철역","교통,수송 > 지하철,전철 > 인천2호선"
242,"09호선","봉은사",37.514219,127.060245,"26550131","봉은사역 9호선","서울 강남구 삼성동 172","서울 강남구 봉은사로 지하 601","02-2656-0929","http://place.map.kakao.com/26550131","127.060233935114","37.5142554489848","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
243,"09호선","삼전",37.5042766,127.0884186,"1822985559","석촌고분역 9호선","서울 송파구 삼전동 157-1","서울 송파구 백제고분로 지하 274","02-2656-0932","http://place.map.kakao.com/1822985559","127.0965081858022","37.50246245994369","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
244,"09호선","석촌",37.505431,127.106979,"1578645608","석촌역 9호선","서울 송파구 석촌동 209","서울 송파구 백제고분로 지하 368","02-2656-0009","http://place.map.kakao.com/1578645608","127.10676479806769","37.504972845773686","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
245,"09호선","송파나루",37.5102451,127.1100425,"40611700","송파나루역 9호선","서울 송파구 방이동 2","서울 송파구 백제고분로 지하 446","02-2656-0934","http://place.map.kakao.com/40611700","127.11266171422027","37.51101671275264","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
246,"09호선","올림픽공원",37.516078,127.130848,"585546584","한성백제역 9호선","서울 송파구 방이동 88-17","서울 송파구 위례성대로 지하 29","02-2656-0009","http://place.map.kakao.com/585546584","127.116449169971","37.5165379932802","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권9호선"
247,"07호선","부천종합운동장",37.50538,126.797337,"12344083","부천종합운동장역 7호선","경기 부천시 춘의동 15-1","경기 부천시 길주로 지하 502","02-6311-7520","http://place.map.kakao.com/12344083","126.797233841984","37.5054255130821","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
248,"07호선","춘의",37.503663,126.787036,"12818605","춘의역 7호선","경기 부천시 춘의동 145","경기 부천시 길주로 지하 406","02-6311-7531","http://place.map.kakao.com/12818605","126.786996627015","37.5036991939036","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
249,"07호선","신중동",37.503048,126.77596,"18433418","신중동역 7호선","경기 부천시 중동 1140-6","경기 부천시 길주로 지하 314","02-6311-7541","http://place.map.kakao.com/18433418","126.776897204578","37.5029525402622","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
250,"07호선","부천시청",37.504631,126.763538,"18432273","부천시청역 7호선","경기 부천시 중동 1243","경기 부천시 길주로 지하 202","02-6311-7551","http://place.map.kakao.com/18432273","126.76401271224958","37.504657430273305","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
251,"07호선","상동",37.505781,126.753083,"18432525","상동역 7호선","경기 부천시 상동 633","경기 부천시 길주로 지하 104","02-6311-7561","http://place.map.kakao.com/18432525","126.753192450274","37.50578860265","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
252,"07호선","삼산체육관",37.506411,126.742153,"21160776","삼산체육관역 7호선","인천 부평구 삼산동 466","인천 부평구 길주로 지하 713","1577-5678","http://place.map.kakao.com/21160776","126.7414221320359","37.50650314706075","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
253,"07호선","굴포천",37.506997,126.73128,"12344089","부평구청역 7호선","인천 부평구 갈산동 193-45","인천 부평구 길주로 지하 527","02-6311-7591","http://place.map.kakao.com/12344089","126.72143971800028","37.50743350044892","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
254,"07호선","부평구청",37.508336,126.720548,"12344089","부평구청역 7호선","인천 부평구 갈산동 193-45","인천 부평구 길주로 지하 527","02-6311-7591","http://place.map.kakao.com/12344089","126.72143971800028","37.50743350044892","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권7호선"
255,"08호선","암사",37.55021,127.127562,"21160777","암사역 8호선","서울 강동구 암사동 501","서울 강동구 올림픽로 지하 776","02-6311-8101","http://place.map.kakao.com/21160777","127.12754072968517","37.55015818096496","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권8호선"
256,"08호선","천호",37.538397,127.123572,"21160713","천호역 8호선","서울 강동구 천호동 455","서울 강동구 천호대로 지하 997","02-6311-5471","http://place.map.kakao.com/21160713","127.12320335921426","37.537936231906734","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권8호선"
257,"08호선","강동구청",37.530341,127.120508,"21161045","강동구청역 8호선","서울 강동구 성내동 319","서울 강동구 올림픽로 지하 550","02-6311-8121","http://place.map.kakao.com/21161045","127.12044373032","37.5302111983522","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권8호선"
258,"08호선","몽촌토성",37.517409,127.112359,"21160501","몽촌토성역 8호선","서울 송파구 신천동 19","서울 송파구 올림픽로 지하 383","02-6311-8131","http://place.map.kakao.com/21160501","127.11286534895457","37.5178055794687","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권8호선"
259,"01호선","남영",37.541021,126.9713,"10182341","남영역 1호선","서울 용산구 갈월동 96-1","서울 용산구 한강대로77길 25","02-792-7788","http://place.map.kakao.com/10182341","126.97133096608212","37.540566672483216","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
260,"01호선","용산",37.529849,126.964561,"21160526","용산역 1호선","서울 용산구 한강로3가 40-999","서울 용산구 한강대로23길 55","02-798-6628","http://place.map.kakao.com/21160526","126.96462961258051","37.52977356999725","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
261,"01호선","노량진",37.514219,126.942454,"21160525","노량진역 1호선","서울 동작구 노량진동 67-2","서울 동작구 노량진로 151","02-814-7788","http://place.map.kakao.com/21160525","126.942109882124","37.5140547961008","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
262,"01호선","대방",37.513342,126.926382,"21160610","대방역 1호선","서울 영등포구 신길동 1368-3","서울 영등포구 여의대방로 300","02-2639-3331","http://place.map.kakao.com/21160610","126.92649449142719","37.51335413975466","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
263,"01호선","영등포",37.515504,126.907628,"21160794","영등포역 1호선","서울 영등포구 영등포동 618-496","서울 영등포구 경인로 846","02-2639-3320","http://place.map.kakao.com/21160794","126.907550274975","37.5156726288261","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
264,"01호선","신도림",37.508725,126.891295,"21160787","신도림역 1호선","서울 구로구 신도림동 460-26","서울 구로구 경인로 688","1544-7788","http://place.map.kakao.com/21160787","126.891312500851","37.508908482648","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
265,"경의선","이촌",37.522272,126.974345,"21161055","이촌역 경의중앙선","서울 용산구 용산동5가 17-69","서울 용산구 이촌로71길 42","02-6110-4301","http://place.map.kakao.com/21161055","126.97354268961969","37.52241291383126","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
266,"경의선","서빙고",37.519594,126.988537,"21160862","서빙고역 경의중앙선","서울 용산구 서빙고동 241-98","서울 용산구 서빙고로 238","1544-7788","http://place.map.kakao.com/21160862","126.98841094338457","37.519568139395346","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
267,"경의선","옥수",37.540685,127.017965,"21161054","옥수역 경의중앙선","서울 성동구 옥수동 168-1","서울 성동구 동호로 21","1544-7788","http://place.map.kakao.com/21161054","127.018746821679","37.5405137035097","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
268,"경의선","왕십리",37.561533,127.037732,"21160924","왕십리역 경의중앙선","서울 성동구 행당동 168-151","서울 성동구 왕십리광장로 17","1544-7788","http://place.map.kakao.com/21160924","127.0383329389645","37.56205814456861","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
269,"경의선","청량리",37.580178,127.046835,"8089626","청량리역 경의중앙선","서울 동대문구 전농동 591-53","서울 동대문구 왕산로 214","1544-7788","http://place.map.kakao.com/8089626","127.04786558187519","37.580279093795085","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
270,"01호선","회기",37.58946,127.057583,"21160926","회기역 경의중앙선","서울 동대문구 휘경동 317-101","서울 동대문구 회기로 196","1544-7788","http://place.map.kakao.com/21160926","127.05782624137","37.5895296349726","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
271,"01호선","외대앞",37.596073,127.063549,"10706726","외대앞역 1호선","서울 동대문구 이문동 360-5","서울 동대문구 휘경로 27","02-966-6705","http://place.map.kakao.com/10706726","127.06369251069","37.5962732416653","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
272,"01호선","신이문",37.601854,127.067325,"7977875","신이문역 1호선","서울 동대문구 이문동 7","서울 동대문구 한천로 472","02-960-1871","http://place.map.kakao.com/7977875","127.067398003775","37.6017816437084","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
273,"01호선","광운대",37.623632,127.061835,"10479392","광운대역 1호선","서울 노원구 월계동 85","서울 노원구 석계로 98-2","02-917-7445","http://place.map.kakao.com/10479392","127.061695160651","37.6238373628149","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
274,"01호선","월계",37.633212,127.058831,"21160518","월계역 1호선","서울 노원구 월계동 263-7","서울 노원구 월계로53길 40","02-900-4855","http://place.map.kakao.com/21160518","127.058857087601","37.6332775453974","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
275,"01호선","녹천",37.644799,127.051269,"21160573","녹천역 1호선","서울 도봉구 창동 57-11","서울 도봉구 덕릉로 376","02-905-0182","http://place.map.kakao.com/21160573","127.05138201885734","37.644633445567656","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
276,"01호선","창동",37.653166,127.047731,"21160604","창동역 1호선","서울 도봉구 창동 135-1","서울 도봉구 마들로11길 77","02-992-3388","http://place.map.kakao.com/21160604","127.047644999036","37.6533385121404","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
277,"수인분당선","선릉",37.504503,127.049008,"21161056","선릉역 수인분당선","서울 강남구 삼성동 172-66","서울 강남구 테헤란로 지하 340","1544-7788","http://place.map.kakao.com/21161056","127.04870992465413","37.505167825521674","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
278,"수인분당선","한티",37.496237,127.052873,"8154510","한티역 수인분당선","서울 강남구 대치동 1011-28","서울 강남구 선릉로 지하 228","02-569-9704","http://place.map.kakao.com/8154510","127.052909749417","37.4962857047653","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
279,"수인분당선","도곡",37.490858,127.055381,"21160928","도곡역 수인분당선","서울 강남구 도곡동 339-2","서울 강남구 남부순환로 지하 2814","02-576-2706","http://place.map.kakao.com/21160928","127.055109203665","37.4916282953544","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
280,"수인분당선","구룡",37.486839,127.058856,"21160739","구룡역 수인분당선","서울 강남구 개포동 175-3","서울 강남구 개포로 지하 403","1544-7788","http://place.map.kakao.com/21160739","127.059492941655","37.4870274262116","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
281,"수인분당선","개포동",37.489116,127.06614,"8192414","개포동역 수인분당선","서울 강남구 개포동 195","서울 강남구 개포로 지하 420","02-3412-4418","http://place.map.kakao.com/8192414","127.066120707828","37.4891394691891","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
282,"수인분당선","대모산입구",37.491373,127.07272,"21160484","대모산입구역 수인분당선","서울 강남구 일원동 700-1","서울 강남구 개포로 지하 522","02-3412-9471","http://place.map.kakao.com/21160484","127.073070274916","37.4915500752654","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
283,"수인분당선","왕십리",37.561533,127.037732,"18234123","왕십리역 수인분당선","서울 성동구 행당동 168-151","서울 성동구 왕십리광장로 17","02-2291-7787","http://place.map.kakao.com/18234123","127.03878380532441","37.56063982853407","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
284,"수인분당선","수서",37.487371,127.10188,"27255180","수서역 수인분당선","서울 강남구 수서동 728","서울 강남구 광평로 지하 270","02-2226-6881","http://place.map.kakao.com/27255180","127.101645918947","37.4873734995025","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
285,"수인분당선","복정",37.470047,127.126662,"21160469","복정역 수인분당선","서울 송파구 장지동 596-21","서울 송파구 송파대로 지하 6","02-449-8264","http://place.map.kakao.com/21160469","127.12657757539301","37.46904181976967","SW8","지하철역","교통,수송 > 지하철,전철 > 수인분당선"
286,"01호선","신길",37.517122,126.917169,"14577297","신길역 1호선","서울 영등포구 신길동 41-1","서울 영등포구 영등포로 327","02-2639-3553","http://place.map.kakao.com/14577297","126.91836721069228","37.51678703217714","SW8","지하철역","교통,수송 > 지하철,전철 > 수도권1호선"
287,"경의선","중랑",37.594917,127.076116,"21161053","망우역 경의중앙선","서울 중랑구 상봉동 172","서울 중랑구 망우로55길 11-10","02-432-7788","http://place.map.kakao.com/21161053","127.092367383432","37.5992960295399","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
288,"경의선","상봉",37.596362,127.085032,"21161053","망우역 경의중앙선","서울 중랑구 상봉동 172","서울 중랑구 망우로55길 11-10","02-432-7788","http://place.map.kakao.com/21161053","127.092367383432","37.5992960295399","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
289,"경의선","망우",37.59955,127.091909,"21160860","양원역 경의중앙선","서울 중랑구 망우동 269-5","서울 중랑구 송림길 147","1544-7788","http://place.map.kakao.com/21160860","127.107946139148","37.6066060557557","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
290,"경의선","양원",37.606596,127.107906,"21160860","양원역 경의중앙선","서울 중랑구 망우동 269-5","서울 중랑구 송림길 147","1544-7788","http://place.map.kakao.com/21160860","127.107946139148","37.6066060557557","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
291,"경의선","구리",37.603392,127.143869,"21160922","구리역 경의중앙선","경기 구리시 인창동 244-2","경기 구리시 건원대로34번길 32-29","031-552-7784","http://place.map.kakao.com/21160922","127.143350984187","37.6032707405088","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
292,"경의선","도농",37.608806,127.161153,"21160735","도농역 경의중앙선","경기 남양주시 다산동 4056-1","경기 남양주시 경춘로 433","1544-7788","http://place.map.kakao.com/21160735","127.161178663222","37.6087726045416","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
293,"경의선","양정",37.60533,127.19364,"25042939","양정역 경의중앙선","경기 남양주시 이패동 398-32","경기 남양주시 경강로 237","031-559-7786","http://place.map.kakao.com/25042939","127.19466908658632","37.604027962835566","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
294,"경의선","덕소",37.586781,127.208832,"21160737","덕소역 경의중앙선","경기 남양주시 와부읍 덕소리 590-17","경기 남양주시 와부읍 덕소로 56","031-577-7788","http://place.map.kakao.com/21160737","127.208842710609","37.5868903292078","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
295,"경의선","도심",37.579622,127.222672,"11090570","도심역 경의중앙선","경기 남양주시 와부읍 도곡리 1024-2","경기 남양주시 와부읍 덕소로 237","1544-7788","http://place.map.kakao.com/11090570","127.222683857886","37.579639075911","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
296,"경의선","팔당",37.547371,127.243939,"17491811","운길산역 경의중앙선","경기 남양주시 조안면 진중리 200-4","경기 남양주시 조안면 운길산로 20","1544-7788","http://place.map.kakao.com/17491811","127.310231608596","37.5546425431665","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
297,"경의선","운길산",37.554669,127.310115,"7996194","양수역 경의중앙선","경기 양평군 양서면 용담리 255-2","경기 양평군 양서면 목왕로 55-10","031-772-6006","http://place.map.kakao.com/7996194","127.329138380916","37.5459634283124","SW8","지하철역","교통,수송 > 지하철,전철 > 경의중앙선"
